,ID,Owner,Country.of.Origin,Company,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
1107,1101,eileen koyanagi,United States (Hawaii),kona pacific farmers cooperative,,2,100 lbs,Specialty Coffee Association,2014,"March 3rd, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,0,Green,13.0,"March 3rd, 2015",Specialty Coffee Association,ft,,,
1108,1102,honor dela fuente,Colombia,costco wholesale industries,,1,2 kg,Specialty Coffee Association,2012,"January 8th, 2014",Honor dela Fuente,Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,Green,0.0,"January 8th, 2015",Specialty Coffee Association,m,,,
1109,1103,cqi taiwan icp cqi??????,Taiwan,blossom valley????,Weng hui ling ???,5,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7,80.25,0.11,0,0,Green,0.0,"December 26th, 2014",Blossom Valley International,m,700.0,700.0,700.0
1110,1104,the coffee source inc.,Guatemala,the coffee source inc.,UNEX,250,1 kg,Specialty Coffee Association,2012,"January 9th, 2013",The Coffee Source Inc.,Caturra,Washed / Wet,7,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,0.11,1,0,Green,12.0,"January 9th, 2014",Specialty Coffee Association,m,1400.0,1400.0,1400.0
1111,1105,saul m. hernandez ramirez,Mexico,,"HERNANDEZ PACHECO, TIMOTEO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,80.25,0.11,2,0,None,8.0,"September 27th, 2013",AMECAFE,m,808.0,808.0,808.0
1112,1106,"sunvirtue co., ltd.",Vietnam,"sunvirtue co., ltd.","Yeh, Li Chuan",1,2 kg,Specialty Coffee Association,2017,"May 9th, 2017","Sunvirtue Co., Ltd.",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,80.17,0,0,0,,2.0,"May 9th, 2018",Specialty Coffee Association,m,1550.0,1550.0,1550.0
1113,1107,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,Sheldom La rue,275,2 kg,AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,2015,"April 24th, 2015","Exportadora Atlantic, S.A.",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,80.17,0.11,0,0,,2.0,"April 23rd, 2016",AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,m,1100.0,1275.0,1187.5
1114,1108,cadexsa,Honduras,cadexsa,Jose Omar Acosta,275,1 kg,Instituto HondureÃ±o del CafÃ©,2015,"January 26th, 2015",CADEXSA,Catuai,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0.11,0,0,Green,0.0,"January 26th, 2016",Instituto HondureÃ±o del CafÃ©,m,1400.0,1400.0,1400.0
1115,1109,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"August 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10.0,10.0,10.0,7,80.17,0.11,0,0,Green,2.0,"August 7th, 2014",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
1116,1110,pablo enrique martinez gama,Mexico,cafÃ© katsina,PABLO ENRIQUE MARTINEZ GAMA,20,1 kg,AMECAFE,2012,"October 9th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.17,0.11,0,0,Green,2.0,"October 9th, 2013",AMECAFE,m,1250.0,1250.0,1250.0
1117,1111,israel eduardo paz garcia,Mexico,cafeorganico.mx,CIRILO JOSE JOSE,15,1 kg,AMECAFE,2012,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,7.42,80.17,0.14,1,0,Green,2.0,"September 13th, 2013",AMECAFE,m,1550.0,1550.0,1550.0
1118,1112,marco virgilio ramirez teliz,Mexico,cafes de naranjal s.a. de c.v,MARCO VIRGILIO RAMIREZ TELIZ,15,1 kg,AMECAFE,2012,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,7,80.17,0.12,0,0,Green,12.0,"September 10th, 2013",AMECAFE,m,1000.0,1000.0,1000.0
1119,1113,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del CafÃ©,2012,"May 24th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7,7.33,7.0,7.0,10.0,10.0,10.0,7.17,80.17,0.11,0,0,Green,5.0,"May 24th, 2013",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
1120,1114,kona pacific farmers cooperative,United States (Hawaii),,,22,100 lbs,Specialty Coffee Association,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,0,,1.0,"September 21st, 2012",Specialty Coffee Association,ft,,,
1121,1115,brayan cunha souza,Brazil,carmo coffees,,440,60 kg,Brazil Specialty Coffee Association,2017 / 2018,"November 29th, 2017",Brayan Cunha Souza,Bourbon,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10.0,10.0,10.0,7.08,80.08,0.11,0,0,Green,5.0,"November 29th, 2018",Brazil Specialty Coffee Association,m,1100.0,1100.0,1100.0
1122,1116,cqi taiwan icp cqi??????,Taiwan,????,???,10,60 kg,Blossom Valley International,2014,"November 23rd, 2014",CQI Taiwan ICP CQI??????,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,7,80.08,0.07,0,0,Green,0.0,"November 23rd, 2015",Blossom Valley International,m,850.0,850.0,850.0
1123,1117,honor dela fuente,Nicaragua,costco wholesale industries,,1,5 lbs,Specialty Coffee Association,2013,"February 25th, 2014",Honor dela Fuente,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,7.08,80.08,0.1,0,0,Green,4.0,"February 25th, 2015",Specialty Coffee Association,m,,,
1124,1118,cqi taiwan icp cqi??????,Taiwan,blossom valley????,Du zheng ru ???,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7,80.08,0.11,0,0,Green,0.0,"December 26th, 2014",Blossom Valley International,m,200.0,200.0,200.0
1125,1119,cqi taiwan icp cqi??????,Taiwan,blossom valley????,Zheng zhao ming ???,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7.08,10.0,10.0,10.0,7,80.08,0.11,0,0,Green,0.0,"December 26th, 2014",Blossom Valley International,m,150.0,150.0,150.0
1126,1120,cqi taiwan icp cqi??????,Taiwan,blossom valley????,Wu kun shan ???,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,7,80.08,0.11,0,0,Green,0.0,"December 26th, 2014",Blossom Valley International,m,250.0,250.0,250.0
1127,1121,israel eduardo paz garcia,Mexico,cafeorganico.mx,ALBERTA TEODORO ANALCO,13,1 kg,AMECAFE,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,7.08,80.08,0.15,0,0,None,0.0,"September 14th, 2013",AMECAFE,m,1300.0,1300.0,1300.0
1128,1122,federico pacheco perez,Mexico,,FEDERICO PACHECO PEREZ,10,1 kg,AMECAFE,2012,"August 30th, 2012",FEDERICO PACHECO PEREZ,Typica,Washed / Wet,7.25,7.08,7,7.17,7.33,7.17,10.0,10.0,10.0,7.08,80.08,0.14,1,0,Green,17.0,"August 30th, 2013",AMECAFE,m,1300.0,1300.0,1300.0
1129,1123,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",RONALDO LACAYO CARDENAL,275,69 kg,Instituto HondureÃ±o del CafÃ©,2017,"June 13th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,7,80,0.1,0,0,Green,5.0,"June 13th, 2018",Instituto HondureÃ±o del CafÃ©,m,1250.0,1250.0,1250.0
1130,1124,ngu shwe li,Myanmar,ngu shwe li coffee estate,Ngu Shwe Li Coffee Estate,1,2 kg,Coffee Quality Institute,2015,"July 17th, 2015",Ngu Shwe Li,Other,Washed / Wet,7.17,7.33,7,7.42,7.17,7.0,10.0,10.0,10.0,6.92,80,0,0,0,Green,4.0,"July 16th, 2016",Coffee Quality Institute,m,3845.0,3845.0,3845.0
1131,1125,kurt kappeli,Mexico,globus coffee,various small producers,280,2 kg,Specialty Coffee Association,2014,"May 1st, 2014",Kurt Kappeli,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,7.42,80,0,0,0,Green,2.0,"May 1st, 2015",Specialty Coffee Association,m,1300.0,1500.0,1400.0
1132,1126,cqi taiwan icp cqi??????,Taiwan,blossom valley????,Zhang xian tong ???,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7.0,10.0,10.0,10.0,7,80,0.11,0,0,Green,0.0,"December 26th, 2014",Blossom Valley International,m,250.0,250.0,250.0
1133,1127,doi tung development project,Thailand,doi tung development project,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"May 29th, 2013",Doi Tung Development Project,,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,7,80,0,0,0,Green,0.0,"May 29th, 2014",Specialty Coffee Association,m,800.0,800.0,800.0
1134,1128,pablo enrique martinez gama,Mexico,,PABLO ENRIQUE MARTINEZ GAMA,20,1 kg,AMECAFE,2012,"September 10th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,7.25,80,0.12,0,0,Green,9.0,"September 10th, 2013",AMECAFE,m,1250.0,1250.0,1250.0
1135,1129,semiramis casas velazquez,Mexico,,SEMIRAMIS CASAS VELAZQUEZ,256,1 kg,AMECAFE,2012,"September 4th, 2012",SEMIRAMIS CASAS VELAZQUEZ,Other,Washed / Wet,7.08,7.33,7,7.33,7.08,7.0,10.0,10.0,10.0,7.17,80,0.11,0,0,Green,12.0,"September 4th, 2013",AMECAFE,m,1100.0,1100.0,1100.0
1136,1130,ethiopia commodity exchange,Ethiopia,,Contact name | ATO Teshome Belamo,300,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80,0.05,0,0,,2.0,"June 17th, 2011",Ethiopia Commodity Exchange,m,,,
1137,1131,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,275,2 kg,AlmacafÃ©,2015,"April 23rd, 2015",Federacion Nacional de Cafeteros,,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,7.42,79.92,0,0,0,Green,1.0,"April 22nd, 2016",AlmacafÃ©,m,,,
1138,1132,eileen koyanagi,United States (Hawaii),kona pacific farmers cooperative,,12,100 kg,Specialty Coffee Association,2014,"May 12th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7,7,6.92,7.33,7.17,10.0,10.0,10.0,7,79.92,0.11,1,0,Green,3.0,"May 12th, 2015",Specialty Coffee Association,ft,,,
1139,1133,calixto guillen vazquez,Mexico,"finca triunfo verde, s.c.",VARIOS PRODUCTORES,400,1 kg,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,7.17,79.92,0.12,0,0,Green,4.0,"March 29th, 2014",AMECAFE,m,1300.0,1300.0,1300.0
1140,1134,alejandro garcia palacios,Mexico,industrializadora de kaffee andes s.a. de c.v.,MARTHA PALACIOS,10,1 kg,AMECAFE,2012,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,7,79.92,0.12,1,0,Green,7.0,"September 11th, 2013",AMECAFE,m,1100.0,1100.0,1100.0
1141,1135,christina dusing,Mexico,,DELMAR MORENO GUILLEN,82,1 kg,AMECAFE,2012,"August 30th, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.17,7,7.17,7.25,7.08,10.0,10.0,10.0,6.75,79.92,0,0,0,,0.0,"August 30th, 2013",AMECAFE,m,1100.0,1100.0,1100.0
1142,1136,montegrande,Mexico,,MARIA ELENA TERESA FERNANDEZ CEJA,250,1 kg,AMECAFE,2012,"July 26th, 2012",MONTEGRANDE,Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,79.92,0.11,0,0,Green,3.0,"July 26th, 2013",AMECAFE,m,1100.0,1100.0,1100.0
1143,1137,pablo enrique martinez gama,Mexico,,PABLO ENRIQUE MARTINEZ GAMA,100,1 kg,AMECAFE,2012,"July 11th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10.0,10.0,7.25,79.92,0.12,0,0,Green,6.0,"July 11th, 2013",AMECAFE,m,1250.0,1250.0,1250.0
1144,1138,jesus carlos cadena valdivia,Mexico,cafetalera la asunciÃ³n s.a. de c.v.,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,209,1 kg,AMECAFE,2012,"July 11th, 2012",JESUS CARLOS CADENA VALDIVIA,Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,7,79.92,0.11,0,0,Green,0.0,"July 11th, 2013",AMECAFE,m,1250.0,1250.0,1250.0
1145,1139,kona pacific farmers cooperative,United States (Hawaii),,,40,100 lbs,Specialty Coffee Association,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,7.58,79.92,0.05,3,0,,0.0,"September 21st, 2012",Specialty Coffee Association,ft,,,
1146,1140,kennedy macharia,Kenya,taylor winch (coffee) ltd,YARA / BENVAR,200,12000 kg,Kenya Coffee Traders Association,2017,"August 25th, 2017",Kennedy Macharia,SL34,Washed / Wet,7,7.08,7,7.17,7.25,7.25,10.0,10.0,10.0,7.08,79.83,0.11,0,1,,5.0,"August 25th, 2018",Kenya Coffee Traders Association,m,1500.0,1500.0,1500.0
1147,1141,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",JORGE LEAL,50,69 kg,Asociacion Nacional Del CafÃ©,2017,"August 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,0.1,0,0,Green,2.0,"August 22nd, 2018",Asociacion Nacional Del CafÃ©,m,1700.0,1700.0,1700.0
1148,1142,asociaciÃ³n aldea global jinotega,Nicaragua,asociaciÃ³n aldea global jinotega,AsociaciÃ³n Aldea Global Jinotega,75,2 kg,AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,2014,"March 30th, 2015",AsociaciÃ³n Aldea Global Jinotega,Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,7.17,79.83,0.11,0,0,Green,0.0,"March 29th, 2016",AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,m,1250.0,1250.0,1250.0
1149,1143,sergio de la vequia bernardi,Mexico,,CIRO DE LA VEQUIA CESSA,250,1 kg,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.17,7.08,7,7.25,7.5,7.0,10.0,10.0,10.0,6.83,79.83,0.12,0,0,Green,3.0,"July 11th, 2013",AMECAFE,m,1300.0,1300.0,1300.0
1150,1144,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,12,100 lbs,Specialty Coffee Association,2012,"April 5th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,7.17,79.83,0.12,7,0,Blue-Green,10.0,"April 5th, 2013",Specialty Coffee Association,ft,,,
1151,1145,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.","AGRICOLA EL PILAR, S.A.",25,69 kg,Asociacion Nacional Del CafÃ©,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,79.75,0.1,0,4,Green,1.0,"June 22nd, 2018",Asociacion Nacional Del CafÃ©,m,190164.0,190164.0,190164.0
1152,1146,"lin, che-hao krude ???",Taiwan,"red on tree co., ltd.",Wei-Chieh ( Jack ) Hua,28,50 kg,Specialty Coffee Association,2014,"March 21st, 2015","Lin, Che-Hao Krude ???",Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,79.75,0,0,0,,0.0,"March 20th, 2016",Specialty Coffee Association,m,800.0,1200.0,1000.0
1153,1147,"lin, che-hao krude ???",Taiwan,"red on tree co., ltd.",LIN REN FU ???,50,20 kg,Specialty Coffee Association,2013,"July 28th, 2014","Lin, Che-Hao Krude ???",Typica,Washed / Wet,7.08,7.08,7.25,7,7.17,7.17,10.0,10.0,10.0,7,79.75,0.1,0,0,Blue-Green,0.0,"July 28th, 2015",Specialty Coffee Association,m,500.0,700.0,600.0
1154,1148,doi tung development project,Thailand,doi tung development project,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,"June 16th, 2014",Doi Tung Development Project,,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,7,79.75,0.12,0,0,Green,0.0,"June 16th, 2015",Specialty Coffee Association,m,800.0,800.0,800.0
1155,1149,dane loraas,Peru,sustainable harvest,,320,5 lbs,Specialty Coffee Association,2013,"January 23rd, 2014",Dane Loraas,,Washed / Wet,7,7.08,7,7.25,7.5,7.42,9.33,10.0,10.0,7.17,79.75,0.12,1,0,Green,2.0,"January 23rd, 2015",Specialty Coffee Association,m,,,
1156,1150,the coffee source inc.,Costa Rica,the coffee source inc.,Coopeagri,275,2 kg,Specialty Coffee Association,2013,"September 23rd, 2013",The Coffee Source Inc.,Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,8,79.75,0.1,0,0,Bluish-Green,4.0,"September 23rd, 2014",Specialty Coffee Association,m,1100.0,1100.0,1100.0
1157,1151,fredy gordillo reyes,Mexico,union ramal santa cruz spr de ri,UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.58,7.08,7,7,7.5,6.92,10.0,10.0,10.0,6.67,79.75,0.12,0,0,Green,4.0,"March 29th, 2014",AMECAFE,m,1400.0,1400.0,1400.0
1158,1152,leonides de la cruz lopez,Mexico,comon yaj noptic s. de ss,COMONYAJ NOPTIC S DE SS,275,1 kg,AMECAFE,2013,"March 29th, 2013",LEONIDES DE LA CRUZ LOPEZ,Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,6.83,79.75,0.13,0,0,Green,4.0,"March 29th, 2014",AMECAFE,m,1022.0,1022.0,1022.0
1159,1153,calixto guillen vazquez,Mexico,"finca triunfo verde, s.c.",VARIOS PRODUCTORES,380,1 kg,AMECAFE,2013,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Bourbon,Washed / Wet,7.25,7.08,7,7.17,7.17,7.08,10.0,10.0,10.0,7,79.75,0.12,0,0,Green,5.0,"March 29th, 2014",AMECAFE,m,1300.0,1300.0,1300.0
1160,1154,israel eduardo paz garcia,Mexico,cafeorganico.mx,MINERVA ZUÃ‘IGA GARCIA,12,1 kg,AMECAFE,2012,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,6.92,79.75,0.14,0,0,None,0.0,"September 14th, 2013",AMECAFE,m,1450.0,1450.0,1450.0
1161,1155,alfredo bojalil,Mexico,ecomtrading,ANGEL GONZALES,250,1 kg,AMECAFE,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.33,7.25,7,7.08,7.08,7.0,10.0,10.0,10.0,7,79.75,0.1,1,0,Green,22.0,"September 4th, 2013",AMECAFE,m,1050.0,1050.0,1050.0
1162,1156,lusso lab,Guatemala,lusso coffee lab,Jorge Bolanos,275,69 kg,Specialty Coffee Association,2012,"July 23rd, 2012",LUSSO LAB,Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,7.67,79.75,0,0,0,Green,4.0,"July 23rd, 2013",Specialty Coffee Association,m,,,
1163,1157,montegrande,Mexico,cafe montegrande,ALFREDO MOISES CEJA,36,1 kg,AMECAFE,2012,"June 6th, 2012",MONTEGRANDE,Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,7.33,79.75,0.12,0,0,,7.0,"June 6th, 2013",AMECAFE,m,1100.0,1100.0,1100.0
1164,1158,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",JESUS RAMIREZ,25,69 kg,Asociacion Nacional Del CafÃ©,2016,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,79.67,0.1,0,2,Green,1.0,"June 22nd, 2018",Asociacion Nacional Del CafÃ©,ft,1219.2,1219.2,1219.2
1165,1159,consejo salvadoreÃ±o del cafÃ©,El Salvador,consejo salvadoreÃ±o del cafÃ©,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,275,69 kg,Salvadoran Coffee Council,2016,"March 23rd, 2017",Consejo SalvadoreÃ±o del CafÃ©,Bourbon,Washed / Wet,7.25,7.08,7,6.83,7.33,7.17,10.0,10.0,10.0,7,79.67,0,0,0,Bluish-Green,12.0,"March 23rd, 2018",Salvadoran Coffee Council,m,1250.0,1250.0,1250.0
1166,1160,doi tung development project,Thailand,doi tung development project,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,"June 16th, 2014",Doi Tung Development Project,,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,7.08,79.67,0.12,0,0,Blue-Green,0.0,"June 16th, 2015",Specialty Coffee Association,m,800.0,800.0,800.0
1167,1161,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",AGRIPEC DE LA VEGA Y CIA.,250,69 kg,Asociacion Nacional Del CafÃ©,2013,"June 27th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7,6.83,7.08,7.08,7.17,10.0,10.0,10.0,7,79.67,0.11,0,0,Green,6.0,"June 27th, 2014",Asociacion Nacional Del CafÃ©,ft,1310.64,1310.64,1310.64
1168,1162,fredy gordillo reyes,Mexico,union ramal santa cruz spr de ri,UNION RAMAL SANTA CRUZ,310,1 kg,AMECAFE,2013,"March 29th, 2013",FREDY GORDILLO REYES,Typica,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,6.83,79.67,0.12,0,0,Green,6.0,"March 29th, 2014",AMECAFE,m,1400.0,1400.0,1400.0
1169,1163,saul m. hernandez ramirez,Mexico,,"GOMEZ GRANILLO, VERONICO",10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.33,7.17,7,6.75,7.08,7.0,10.0,10.0,10.0,7.33,79.67,0.13,5,0,None,6.0,"September 27th, 2013",AMECAFE,m,975.0,975.0,975.0
1170,1164,alfredo bojalil,Mexico,ecomtrading,CECILIA AVILA CAMBEROS,253,1 kg,AMECAFE,2012,"June 4th, 2012",ALFREDO BOJALIL,Mundo Novo,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,7.08,79.67,0,0,0,,9.0,"June 4th, 2013",AMECAFE,m,1264.0,1264.0,1264.0
1171,1165,doi tung development project,Thailand,,Doi Tung Development Project,5,1 lbs,Specialty Coffee Association,,"April 9th, 2010",Doi Tung Development Project,Peaberry,,7.17,7.17,7,7,7.25,6.92,10.0,10.0,10.0,7.17,79.67,0,1,0,,0.0,"April 9th, 2011",Specialty Coffee Association,m,,,
1172,1166,obed rendon ponce,Mexico,cafetera el grande s.a. de c.v.,ROGELIO JACOME MORALES,50,1 kg,AMECAFE,2012,"September 17th, 2012",OBED RENDON PONCE,Typica,Washed / Wet,7.08,7,6.92,7.33,7.25,7.08,10.0,10.0,10.0,6.92,79.58,0.12,0,0,None,11.0,"September 17th, 2013",AMECAFE,m,1250.0,1250.0,1250.0
1173,1167,armando luis pohlenz martinez,Mexico,beneficio custepec s.a. de c.v.,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,6.92,79.58,0.13,0,0,Green,5.0,"August 30th, 2013",AMECAFE,m,1550.0,1550.0,1550.0
1174,1168,exportadora de cafe condor s.a,Colombia,,,250,70 kg,AlmacafÃ©,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,,7.25,7.17,7,6.75,7.17,7.33,10.0,10.0,10.0,6.92,79.58,0.1,0,0,,4.0,"February 9th, 2012",AlmacafÃ©,m,1800.0,1800.0,1800.0
1175,1169,carl walker,Guatemala,,Federico Weller,223,69 kg,Specialty Coffee Association,2009/2010,"January 13th, 2011",Carl Walker,,,7.08,7,6.83,7.33,7.25,7.0,10.0,10.0,10.0,7.08,79.58,0.17,1,0,,19.0,"January 13th, 2012",Specialty Coffee Association,ft,1066.8,1584.96,1325.88
